Users,SpawnRate
1,1
1,1
1,1
3,1
6,1
9,1
6,1
6,1
3,1
6,1
3,1
9,1
3,1
3,1
3,1
3,1
3,1
6,1
6,1
3,1
3,1
6,1
12,1
6,1
18,1
18,1
24,1
21,1
30,1
39,1
39,1
60,1
66,1
63,1
60,1
54,1
54,1
54,1
39,1
39,1
42,1
42,1
39,1
39,1
30,1
30,1
36,1
30,1
36,1
27,1
27,1
24,1
36,1
36,1
36,1
36,1
33,1
30,1
36,1
36,1
33,1
33,1
36,1
39,1
42,1
39,1
51,1
54,1
54,1
60,1
60,1
63,1
66,1
66,1
75,1
69,1
72,1
75,1
66,1
60,1
51,1
51,1
39,1
45,1
33,1
30,1
33,1
21,1
18,1
15,1
15,1
18,1
21,1
15,1
18,1
12,1
9,1
9,1
15,1
12,1
