Users,SpawnRate
1,1
1,1
3,1
6,1
12,1
12,1
12,1
3,1
3,1
3,1
3,1
6,1
3,1
6,1
3,1
6,1
3,1
3,1
9,1
6,1
3,1
9,1
3,1
6,1
9,1
12,1
21,1
15,1
27,1
24,1
24,1
33,1
36,1
42,1
42,1
42,1
42,1
48,1
51,1
51,1
51,1
48,1
51,1
39,1
36,1
42,1
39,1
33,1
36,1
30,1
36,1
39,1
39,1
33,1
39,1
36,1
48,1
42,1
39,1
51,1
42,1
45,1
45,1
51,1
48,1
48,1
57,1
51,1
54,1
63,1
63,1
57,1
57,1
63,1
63,1
54,1
57,1
51,1
48,1
45,1
45,1
39,1
48,1
42,1
45,1
45,1
39,1
30,1
30,1
27,1
27,1
24,1
24,1
24,1
24,1
21,1
12,1
15,1
6,1
12,1
