Users,SpawnRate
1,1
1,1
1,1
3,1
6,1
8,1
4,1
2,1
6,1
2,1
4,1
2,1
6,1
6,1
2,1
4,1
2,1
6,1
4,1
6,1
2,1
6,1
2,1
4,1
10,1
12,1
10,1
10,1
18,1
14,1
18,1
24,1
24,1
26,1
24,1
32,1
28,1
32,1
38,1
34,1
32,1
34,1
32,1
32,1
26,1
28,1
22,1
22,1
18,1
22,1
18,1
26,1
22,1
28,1
24,1
28,1
32,1
26,1
28,1
28,1
30,1
34,1
32,1
34,1
34,1
34,1
36,1
34,1
42,1
40,1
38,1
42,1
42,1
36,1
38,1
40,1
34,1
34,1
38,1
32,1
34,1
32,1
30,1
30,1
28,1
30,1
24,1
24,1
18,1
16,1
20,1
18,1
18,1
12,1
10,1
10,1
10,1
8,1
6,1
8,1
