Users,SpawnRate
1,1
1,1
2,1
5,1
10,1
6,1
6,1
6,1
6,1
2,1
2,1
2,1
6,1
2,1
2,1
2,1
4,1
2,1
6,1
2,1
8,1
4,1
4,1
6,1
12,1
12,1
16,1
20,1
18,1
24,1
32,1
36,1
40,1
36,1
38,1
38,1
36,1
32,1
26,1
28,1
26,1
28,1
24,1
28,1
24,1
20,1
18,1
18,1
20,1
16,1
22,1
20,1
18,1
20,1
24,1
18,1
20,1
20,1
20,1
22,1
22,1
22,1
28,1
30,1
30,1
28,1
36,1
34,1
36,1
38,1
44,1
42,1
44,1
44,1
52,1
52,1
50,1
50,1
44,1
40,1
40,1
36,1
30,1
28,1
24,1
24,1
16,1
20,1
12,1
16,1
12,1
16,1
14,1
8,1
8,1
10,1
8,1
8,1
8,1
4,1
