Users,SpawnRate
1,1
1,1
3,1
7,1
15,1
9,1
12,1
6,1
12,1
3,1
3,1
6,1
3,1
9,1
6,1
3,1
3,1
3,1
6,1
9,1
9,1
3,1
9,1
15,1
18,1
18,1
18,1
30,1
24,1
36,1
45,1
54,1
69,1
63,1
54,1
57,1
48,1
45,1
45,1
39,1
45,1
39,1
42,1
36,1
30,1
30,1
27,1
30,1
27,1
24,1
24,1
30,1
30,1
30,1
36,1
27,1
27,1
33,1
33,1
33,1
36,1
33,1
36,1
42,1
42,1
48,1
54,1
51,1
51,1
60,1
60,1
69,1
66,1
75,1
72,1
69,1
78,1
69,1
69,1
63,1
57,1
54,1
39,1
42,1
36,1
33,1
30,1
27,1
27,1
15,1
18,1
24,1
12,1
18,1
12,1
15,1
9,1
9,1
12,1
9,1
