Users,SpawnRate
1,1
3,1
1,1
2,1
5,1
4,1
8,1
10,1
9,1
10,1
16,1
19,1
23,1
20,1
20,1
20,1
15,1
16,1
13,1
13,1
16,1
13,1
15,1
15,1
10,1
11,1
10,1
12,1
11,1
11,1
9,1
11,1
9,1
9,1
9,1
9,1
9,1
10,1
10,1
11,1
10,1
12,1
14,1
13,1
13,1
15,1
17,1
19,1
20,1
20,1
22,1
23,1
24,1
26,1
24,1
24,1
23,1
20,1
19,1
18,1
16,1
15,1
11,1
13,1
11,1
8,1
7,1
8,1
5,1
4,1
7,1
4,1
5,1
5,1
7,1
3,1
1,1
2,1
1,1
1,1
2,1
2,1
1,1
3,1
1,1
2,1
1,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
